2019-12-01,2019-12-02,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-07,2019-12-08,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-14,2019-12-15,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-21,2019-12-22,2019-12-23,2019-12-24,2019-12-25,2019-12-26,2019-12-27,2019-12-28,2019-12-29,2019-12-30,2019-12-31,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,cityName,cityName-en
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,5.0,7.0,8.0,8.0,9.0,11.0,12.0,14.0,17.0,17.0,17.0,18.0,19.0,17.0,17.0,16.0,17.0,17.0,18.0,17.0,17.0,17.0,16.0,13.0,13.0,12.0,12.0,12.0,10.0,10.0,10.0,9.0,8.0,8.0,7.0,7.0,6.0,绵阳,Mianyang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,3.0,5.0,7.0,7.0,9.0,9.0,10.0,12.0,15.0,20.0,19.0,26.0,31.0,32.0,35.0,35.0,35.0,35.0,28.0,27.0,26.0,21.0,21.0,17.0,17.0,16.0,14.0,13.0,10.0,8.0,6.0,5.0,4.0,0.0,聊城,Liaocheng
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,10.0,11.0,13.0,14.0,12.0,12.0,10.0,10.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,4.0,肇庆,Zhaoqing
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,自贡,Zigong
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,舟山,Zhoushan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,9.0,11.0,14.0,14.0,15.0,16.0,15.0,20.0,22.0,24.0,25.0,24.0,26.0,26.0,27.0,27.0,27.0,26.0,23.0,21.0,18.0,18.0,16.0,16.0,12.0,7.0,8.0,6.0,6.0,6.0,5.0,3.0,4.0,3.0,3.0,芜湖,Wuhu
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,6.0,7.0,11.0,19.0,23.0,30.0,32.0,36.0,41.0,49.0,-1.0,56.0,65.0,65.0,68.0,64.0,64.0,67.0,68.0,68.0,68.0,60.0,60.0,55.0,56.0,54.0,49.0,45.0,38.0,37.0,30.0,30.0,28.0,28.0,25.0,25.0,23.0,苏州,Suzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,5.0,7.0,9.0,9.0,10.0,12.0,11.0,10.0,10.0,10.0,11.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,5.0,5.0,4.0,茂名,Maoming
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,31.0,45.0,69.0,99.0,148.0,218.0,283.0,329.0,493.0,606.0,704.0,791.0,875.0,853.0,900.0,943.0,984.0,1002.0,1009.0,1304.0,1259.0,1253.0,1191.0,1159.0,1160.0,1094.0,1019.0,989.0,914.0,852.0,798.0,758.0,711.0,657.0,620.0,568.0,499.0,荆州,Jingzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,21.0,37.0,87.0,111.0,138.0,187.0,222.0,246.0,322.0,334.0,386.0,406.0,491.0,536.0,512.0,533.0,596.0,558.0,566.0,591.0,811.0,771.0,762.0,762.0,750.0,724.0,687.0,559.0,646.0,581.0,520.0,494.0,451.0,416.0,378.0,353.0,324.0,284.0,荆门,Jingmen
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,14.0,17.0,22.0,25.0,27.0,34.0,37.0,38.0,42.0,44.0,43.0,46.0,46.0,49.0,45.0,44.0,46.0,44.0,45.0,45.0,45.0,38.0,38.0,36.0,33.0,31.0,31.0,25.0,25.0,24.0,20.0,20.0,20.0,17.0,莆田,Putian
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,7.0,7.0,7.0,8.0,8.0,9.0,10.0,11.0,10.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,9.0,8.0,7.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,菏泽,Heze
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,7.0,8.0,14.0,17.0,19.0,21.0,22.0,23.0,23.0,23.0,23.0,24.0,25.0,27.0,27.0,29.0,28.0,28.0,28.0,27.0,26.0,24.0,22.0,22.0,20.0,17.0,17.0,15.0,13.0,10.0,9.0,8.0,萍乡,Pingxiang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,营口,Yingkou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,9.0,11.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,9.0,9.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,葫芦岛,Huludao
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,3.0,3.0,8.0,15.0,16.0,26.0,37.0,43.0,48.0,64.0,88.0,87.0,98.0,113.0,121.0,129.0,136.0,139.0,139.0,141.0,143.0,140.0,123.0,114.0,115.0,99.0,74.0,54.0,42.0,42.0,36.0,28.0,19.0,14.0,11.0,蚌埠,Bengbu
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,衡水,Hengshui
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,7.0,17.0,20.0,25.0,26.0,30.0,29.0,31.0,34.0,38.0,35.0,32.0,30.0,31.0,29.0,22.0,22.0,20.0,20.0,19.0,19.0,20.0,20.0,16.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,4.0,2.0,2.0,衡阳,Hengyang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,5.0,5.0,8.0,10.0,12.0,10.0,13.0,14.0,15.0,15.0,13.0,13.0,12.0,12.0,12.0,10.0,16.0,16.0,13.0,13.0,12.0,12.0,11.0,11.0,11.0,11.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,衢州,Quzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,36.0,70.0,131.0,163.0,286.0,347.0,441.0,548.0,631.0,733.0,785.0,835.0,806.0,868.0,941.0,968.0,997.0,1016.0,1022.0,1022.0,1025.0,1011.0,984.0,960.0,913.0,850.0,804.0,745.0,682.0,624.0,552.0,492.0,443.0,390.0,340.0,291.0,襄阳,Xiangyang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,6.0,6.0,10.0,12.0,12.0,12.0,13.0,13.0,14.0,15.0,15.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,西双版纳傣族自治州,Xishuangbannadaizuzizhizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,6.0,6.0,6.0,8.0,9.0,9.0,12.0,12.0,14.0,15.0,15.0,12.0,12.0,12.0,12.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,西宁,Xining
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,12.0,15.0,18.0,22.0,32.0,39.0,47.0,,60.0,70.0,74.0,75.0,71.0,78.0,86.0,86.0,92.0,98.0,99.0,93.0,89.0,89.0,92.0,77.0,75.0,76.0,61.0,48.0,41.0,35.0,29.0,27.0,27.0,27.0,19.0,18.0,西安,Xian
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,3.0,8.0,12.0,13.0,15.0,19.0,24.0,26.0,28.0,28.0,28.0,29.0,29.0,30.0,31.0,31.0,31.0,30.0,29.0,27.0,27.0,23.0,23.0,20.0,13.0,13.0,13.0,7.0,7.0,6.0,2.0,2.0,0.0,许昌,Xuchang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,贵港,Guigang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,,,11.0,14.0,17.0,17.0,17.0,23.0,26.0,26.0,28.0,29.0,30.0,30.0,24.0,21.0,23.0,22.0,21.0,18.0,17.0,16.0,12.0,12.0,12.0,8.0,8.0,8.0,6.0,贵阳,Guiyang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,贺州,Hezhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,资阳,Ziyang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,7.0,10.0,16.0,21.0,27.0,29.0,33.0,34.0,41.0,47.0,50.0,57.0,57.0,62.0,67.0,64.0,64.0,63.0,65.0,63.0,61.0,58.0,57.0,55.0,51.0,47.0,41.0,35.0,28.0,26.0,22.0,18.0,14.0,12.0,5.0,4.0,赣州,Ganzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,赣江新区,Ganjiangxinqu
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,1.0,1.0,1.0,1.0,赤峰,Chifeng
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,0.0,辽源,Liaoyuan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,辽阳,Liaoyang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,3.0,4.0,6.0,8.0,9.0,9.0,11.0,13.0,17.0,20.0,23.0,19.0,20.0,20.0,23.0,25.0,28.0,31.0,31.0,31.0,31.0,32.0,31.0,29.0,29.0,30.0,28.0,28.0,26.0,27.0,23.0,22.0,16.0,16.0,15.0,达州,Dazhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,3.0,4.0,7.0,8.0,10.0,10.0,12.0,15.0,16.0,16.0,16.0,16.0,13.0,14.0,14.0,13.0,11.0,11.0,9.0,6.0,6.0,6.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,运城,Yuncheng
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0,6.0,9.0,12.0,12.0,13.0,16.0,19.0,21.0,22.0,22.0,25.0,28.0,31.0,32.0,34.0,36.0,35.0,34.0,36.0,35.0,34.0,31.0,30.0,30.0,26.0,26.0,24.0,23.0,21.0,15.0,13.0,13.0,11.0,连云港,Lianyungang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,通化,Tonghua
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,3.0,通辽,Tongliao
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,2.0,2.0,2.0,2.0,遂宁,Suining
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,5.0,8.0,9.0,9.0,9.0,12.0,12.0,14.0,14.0,18.0,23.0,24.0,24.0,27.0,26.0,27.0,22.0,20.0,17.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,13.0,11.0,13.0,13.0,遵义,Zunyi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,邓州,Dengzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,5.0,7.0,10.0,10.0,14.0,16.0,16.0,19.0,19.0,19.0,17.0,16.0,16.0,15.0,15.0,12.0,13.0,11.0,11.0,12.0,12.0,12.0,9.0,7.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,邢台,Xingtai
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,4.0,6.0,7.0,10.0,11.0,11.0,14.0,14.0,18.0,20.0,20.0,24.0,25.0,24.0,24.0,24.0,24.0,22.0,22.0,21.0,21.0,19.0,18.0,14.0,12.0,9.0,6.0,5.0,4.0,3.0,2.0,2.0,1.0,1.0,邯郸,Handan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,8.0,11.0,19.0,29.0,36.0,41.0,49.0,50.0,54.0,66.0,71.0,74.0,71.0,68.0,66.0,67.0,66.0,60.0,57.0,58.0,40.0,36.0,33.0,30.0,30.0,24.0,20.0,15.0,13.0,13.0,11.0,11.0,9.0,6.0,6.0,2.0,邵阳,Shaoyang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,6.0,20.0,29.0,37.0,40.0,46.0,50.0,56.0,65.0,72.0,85.0,92.0,102.0,112.0,89.0,92.0,93.0,94.0,93.0,93.0,90.0,80.0,83.0,82.0,77.0,80.0,80.0,68.0,59.0,59.0,59.0,59.0,39.0,34.0,31.0,27.0,23.0,16.0,郑州,Zhengzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,6.0,7.0,7.0,10.0,11.0,12.0,17.0,20.0,21.0,23.0,23.0,25.0,23.0,23.0,24.0,19.0,20.0,23.0,23.0,17.0,17.0,17.0,13.0,12.0,10.0,10.0,9.0,8.0,8.0,8.0,8.0,6.0,5.0,5.0,4.0,4.0,郴州,Chenzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,9.0,9.0,11.0,9.0,11.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,6.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,鄂尔多斯,Eerduosi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,20.0,57.0,83.0,121.0,183.0,218.0,265.0,291.0,314.0,364.0,405.0,453.0,444.0,516.0,576.0,653.0,703.0,761.0,939.0,977.0,960.0,974.0,995.0,1038.0,1005.0,950.0,959.0,950.0,922.0,873.0,842.0,803.0,734.0,661.0,599.0,560.0,鄂州,Ezhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0,27.0,57.0,75.0,110.0,132.0,147.0,164.0,205.0,236.0,258.0,291.0,326.0,350.0,372.0,385.0,393.0,405.0,415.0,418.0,423.0,413.0,397.0,380.0,355.0,339.0,323.0,296.0,281.0,262.0,250.0,239.0,234.0,221.0,198.0,186.0,169.0,148.0,132.0,120.0,重庆,Chongqing
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,5.0,7.0,13.0,20.0,27.0,20.0,31.0,30.0,34.0,38.0,39.0,39.0,39.0,39.0,38.0,37.0,34.0,31.0,32.0,31.0,31.0,31.0,30.0,25.0,25.0,22.0,19.0,16.0,16.0,16.0,16.0,12.0,5.0,5.0,4.0,4.0,金华,Jinhua
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,金昌,Jinchang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,3.0,4.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,钦州,Qinzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,铁岭,Tieling
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,铜仁,Tongren
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,铜川,Tongchuan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,9.0,9.0,10.0,14.0,16.0,16.0,18.0,18.0,18.0,19.0,20.0,17.0,16.0,17.0,18.0,20.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,16.0,17.0,16.0,16.0,14.0,11.0,7.0,7.0,3.0,1.0,0.0,0.0,铜陵,Tongling
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,5.0,7.0,7.0,9.0,11.0,15.0,16.0,19.0,20.0,20.0,24.0,26.0,24.0,26.0,23.0,22.0,24.0,19.0,20.0,20.0,13.0,13.0,11.0,8.0,8.0,6.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,银川,Yinchuan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,锡林郭勒,Xilinguolei
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,10.0,10.0,11.0,11.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,锦州,Jinzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,8.0,9.0,8.0,10.0,11.0,11.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,7.0,6.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,镇江,Zhenjiang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.5,1.5,1.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,长垣,Zhangyuan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,11.0,15.0,16.0,26.0,27.0,30.0,31.0,31.0,31.0,33.0,29.0,31.0,29.0,30.0,30.0,29.0,26.0,26.0,26.0,24.0,23.0,19.0,18.0,13.0,12.0,12.0,10.0,8.0,6.0,6.0,长春,Changchun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,8.0,8.0,18.0,22.0,24.0,46.0,57.0,67.0,85.0,111.0,123.0,146.0,158.0,171.0,180.0,172.0,169.0,172.0,174.0,171.0,167.0,165.0,172.0,168.0,151.0,148.0,147.0,141.0,115.0,115.0,110.0,99.0,97.0,88.0,81.0,76.0,68.0,66.0,62.0,长沙,Changsha
